component_id,lot_id,value_0h,value_24h,value_96h,value_168h,temperature,ground_truth_status
C01147,LOT_01,9.88,10.2,10.44,10.87,105.0,NORMAL
C01148,LOT_08,14.25,14.35,16.13,17.7,125.0,NORMAL
C01149,LOT_09,9.06,9.51,10.79,10.06,85.0,NORMAL
C01150,LOT_06,10.27,11.56,21.11,47.59,150.0,DRIFTING
C01151,LOT_04,11.25,11.24,11.36,13.08,125.0,NORMAL
C01152,LOT_07,7.54,7.98,9.2,9.7,125.0,NORMAL
C01153,LOT_08,11.87,11.59,12.73,13.01,125.0,NORMAL
C01154,LOT_08,15.6,15.48,17.19,17.95,125.0,NORMAL
C01155,LOT_03,14.11,21.71,54.21,102.87,125.0,HIGH_RISK
C01156,LOT_04,12.45,12.73,12.63,13.77,125.0,NORMAL
C01157,LOT_10,14.23,27.29,51.95,95.16,125.0,HIGH_RISK
C01158,LOT_05,9.55,11.49,20.4,50.49,125.0,DRIFTING
C01159,LOT_02,13.84,14.38,16.17,19.9,105.0,NORMAL
C01160,LOT_01,10.67,10.47,11.9,13.69,125.0,NORMAL
C01161,LOT_06,9.49,9.07,9.32,9.82,150.0,NORMAL
C01162,LOT_04,12.46,12.47,13.44,13.56,125.0,NORMAL
C01163,LOT_10,14.91,15.07,15.49,15.92,150.0,NORMAL
C01164,LOT_07,8.28,8.74,11.38,12.91,125.0,NORMAL
C01165,LOT_10,13.51,14.17,14.87,16.65,85.0,ANOMALOUS
C01166,LOT_09,10.75,11.19,11.85,13.43,105.0,NORMAL
C01167,LOT_06,8.3,8.79,9.93,9.79,125.0,NORMAL
C01168,LOT_06,9.2,22.53,79.6,164.42,125.0,HIGH_RISK
C01169,LOT_10,13.18,13.71,15.24,17.78,125.0,NORMAL
C01170,LOT_08,13.27,13.02,14.38,14.47,105.0,NORMAL
C01171,LOT_10,12.38,13.07,13.42,14.58,125.0,NORMAL
C01172,LOT_03,10.38,10.86,18.99,45.68,105.0,DRIFTING
C01173,LOT_10,15.1,29.21,47.62,72.82,125.0,HIGH_RISK
C01174,LOT_02,16.06,16.23,18.18,17.83,125.0,NORMAL
C01175,LOT_06,9.69,10.44,12.07,15.04,125.0,NORMAL
C01176,LOT_06,9.13,9.5,10.17,10.03,125.0,NORMAL
C01177,LOT_03,12.48,13.26,14.35,17.23,105.0,NORMAL
C01178,LOT_09,11.95,12.33,12.4,14.39,125.0,NORMAL
C01179,LOT_07,7.89,8.48,11.27,11.92,125.0,NORMAL
C01180,LOT_08,14.15,14.63,15.0,17.82,125.0,NORMAL
C01181,LOT_02,11.76,12.46,13.81,16.46,105.0,NORMAL
C01182,LOT_04,9.62,10.12,10.75,12.62,105.0,NORMAL
C01183,LOT_07,9.29,9.71,12.25,13.32,125.0,NORMAL
C01184,LOT_02,16.48,17.09,17.34,18.81,125.0,NORMAL
C01185,LOT_10,12.36,14.59,23.58,51.84,125.0,DRIFTING
C01186,LOT_02,14.14,14.67,14.97,15.89,125.0,NORMAL
C01187,LOT_06,9.12,10.03,11.39,12.73,85.0,NORMAL
C01188,LOT_01,10.5,10.81,12.48,15.33,105.0,NORMAL
C01189,LOT_06,9.08,9.22,10.83,10.66,125.0,NORMAL
C01190,LOT_07,7.69,8.18,8.68,9.61,105.0,NORMAL
C01191,LOT_10,12.27,13.21,13.9,14.91,125.0,NORMAL
C01192,LOT_07,9.02,9.05,10.4,11.05,125.0,NORMAL
C01193,LOT_01,11.49,12.13,14.65,15.56,125.0,NORMAL
C01194,LOT_06,7.39,7.84,9.29,10.39,85.0,NORMAL
C01195,LOT_06,8.12,9.01,9.46,9.75,125.0,NORMAL
C01196,LOT_05,8.33,9.46,19.23,50.54,125.0,DRIFTING
C01197,LOT_03,13.54,13.45,15.46,18.0,105.0,NORMAL
C01198,LOT_02,11.88,12.32,12.51,15.56,85.0,NORMAL
C01199,LOT_06,8.77,9.34,10.17,10.97,125.0,NORMAL
C01200,LOT_01,9.98,18.63,58.19,115.12,125.0,HIGH_RISK
C01201,LOT_06,9.04,9.85,9.05,9.58,125.0,NORMAL
C01202,LOT_04,9.43,9.77,11.4,13.61,85.0,NORMAL
C01203,LOT_02,19.42,29.22,58.17,98.03,125.0,HIGH_RISK
C01204,LOT_04,12.42,13.08,15.46,16.82,125.0,NORMAL
C01205,LOT_07,8.45,9.97,17.75,48.88,125.0,DRIFTING
C01206,LOT_05,9.34,10.1,11.95,14.41,125.0,NORMAL
C01207,LOT_01,11.03,10.75,12.25,12.73,125.0,NORMAL
C01208,LOT_09,15.77,16.55,18.66,19.17,150.0,NORMAL
C01209,LOT_04,11.71,12.22,13.11,14.4,105.0,NORMAL
C01210,LOT_02,16.02,16.47,18.0,18.87,125.0,NORMAL
C01211,LOT_09,9.01,9.32,10.39,10.19,105.0,NORMAL
C01212,LOT_09,9.12,8.92,9.67,10.23,85.0,NORMAL
C01213,LOT_06,7.74,8.06,8.85,9.11,85.0,NORMAL
C01214,LOT_04,11.22,11.97,12.73,14.19,105.0,NORMAL
C01215,LOT_08,14.55,14.91,16.21,18.62,125.0,NORMAL
C01216,LOT_02,15.52,16.05,17.56,17.37,125.0,NORMAL
C01217,LOT_08,15.25,27.12,42.5,82.59,125.0,HIGH_RISK
C01218,LOT_07,8.93,9.14,10.25,11.4,125.0,NORMAL
C01219,LOT_04,9.88,9.83,10.22,11.07,85.0,NORMAL
C01220,LOT_05,7.89,9.03,10.15,10.78,85.0,NORMAL
C01221,LOT_05,7.65,8.18,8.33,9.8,105.0,NORMAL
C01222,LOT_06,10.39,10.69,11.6,12.61,125.0,NORMAL
C01223,LOT_06,8.95,9.89,19.14,44.85,125.0,DRIFTING
C01224,LOT_09,13.28,13.41,14.46,15.68,125.0,NORMAL
C01225,LOT_05,8.79,9.57,10.59,11.38,105.0,NORMAL
C01226,LOT_07,7.99,8.18,9.42,11.86,125.0,NORMAL
C01227,LOT_09,11.52,14.02,22.62,53.21,105.0,DRIFTING
C01228,LOT_04,11.55,12.1,14.04,17.33,125.0,NORMAL
C01229,LOT_09,12.1,13.24,19.96,46.98,150.0,DRIFTING
C01230,LOT_09,11.88,26.13,86.53,173.38,125.0,HIGH_RISK
C01231,LOT_03,13.65,13.93,16.32,17.3,125.0,NORMAL
C01232,LOT_08,14.32,14.63,14.97,18.25,125.0,NORMAL
C01233,LOT_08,13.17,13.88,14.85,18.39,125.0,NORMAL
C01234,LOT_10,14.24,28.08,49.15,98.2,125.0,HIGH_RISK
C01235,LOT_03,14.23,14.72,15.01,17.27,125.0,NORMAL
C01236,LOT_01,11.28,12.3,13.03,15.43,125.0,NORMAL
C01237,LOT_09,11.92,12.35,14.42,14.43,125.0,NORMAL
C01238,LOT_07,8.01,9.28,17.21,44.48,125.0,DRIFTING
C01239,LOT_02,13.22,13.15,15.74,17.72,125.0,NORMAL
C01240,LOT_04,12.67,12.81,14.39,14.43,125.0,NORMAL
C01241,LOT_09,12.03,12.23,13.4,13.79,125.0,NORMAL
C01242,LOT_09,12.87,14.42,24.3,49.99,125.0,DRIFTING
C01243,LOT_03,14.25,27.46,89.05,178.95,125.0,HIGH_RISK
C01244,LOT_01,12.2,12.62,15.11,15.9,150.0,NORMAL
C01245,LOT_10,11.75,11.97,12.77,15.37,105.0,NORMAL
C01246,LOT_10,13.18,14.01,15.42,17.56,125.0,NORMAL
C01247,LOT_08,15.75,16.41,18.09,17.86,150.0,NORMAL
C01248,LOT_10,12.13,23.91,74.23,151.66,125.0,HIGH_RISK
C01249,LOT_07,11.61,12.73,16.07,19.01,125.0,ANOMALOUS
C01250,LOT_01,10.03,10.49,12.43,12.43,125.0,NORMAL
C01251,LOT_06,7.55,8.39,7.92,8.43,85.0,NORMAL
C01252,LOT_09,12.1,12.33,13.74,14.03,125.0,NORMAL
C01253,LOT_02,10.31,10.16,10.98,12.02,105.0,NORMAL
C01254,LOT_07,6.8,7.43,17.62,45.04,85.0,DRIFTING
C01255,LOT_03,17.23,17.58,18.39,16.94,150.0,NORMAL
C01256,LOT_07,8.12,8.78,11.0,12.8,125.0,NORMAL
C01257,LOT_03,20.54,21.58,24.54,28.08,125.0,ANOMALOUS
C01258,LOT_03,12.07,11.9,15.51,15.82,125.0,NORMAL
C01259,LOT_08,15.49,16.54,17.58,19.13,150.0,NORMAL
C01260,LOT_03,9.2,9.49,10.61,13.84,85.0,NORMAL
C01261,LOT_08,19.09,19.65,20.99,21.65,125.0,ANOMALOUS
C01262,LOT_08,13.01,14.26,21.73,49.5,125.0,DRIFTING
C01263,LOT_02,13.92,13.86,14.95,15.08,105.0,NORMAL
C01264,LOT_03,12.17,12.43,12.72,13.87,125.0,NORMAL
C01265,LOT_01,13.17,13.56,16.0,18.29,125.0,ANOMALOUS
C01266,LOT_03,11.15,11.15,12.48,14.53,105.0,NORMAL
C01267,LOT_10,10.54,10.9,12.24,13.27,105.0,NORMAL
C01268,LOT_06,9.3,9.93,10.7,14.24,125.0,NORMAL
C01269,LOT_01,10.85,24.19,86.51,176.76,125.0,HIGH_RISK
C01270,LOT_05,8.01,8.14,9.56,10.5,105.0,NORMAL
C01271,LOT_03,10.37,10.9,13.08,15.62,85.0,NORMAL
C01272,LOT_03,9.81,10.47,10.59,12.45,85.0,NORMAL
C01273,LOT_03,14.76,14.87,17.19,19.6,125.0,NORMAL
C01274,LOT_03,12.68,12.96,14.08,15.6,125.0,NORMAL
C01275,LOT_09,10.61,19.79,58.95,115.34,125.0,HIGH_RISK
C01276,LOT_01,10.13,10.0,11.43,12.8,125.0,NORMAL
C01277,LOT_07,6.54,6.68,7.88,10.59,105.0,NORMAL
C01278,LOT_02,13.72,14.19,15.54,19.1,105.0,NORMAL
C01279,LOT_05,10.21,10.59,12.2,14.28,125.0,NORMAL
C01280,LOT_06,8.73,8.67,9.75,10.14,105.0,NORMAL
C01281,LOT_08,14.24,14.64,18.13,19.41,125.0,NORMAL
C01282,LOT_02,14.43,14.66,16.74,17.76,125.0,NORMAL
C01283,LOT_04,12.72,12.9,14.29,15.74,125.0,NORMAL
C01284,LOT_10,13.79,14.33,16.71,17.54,125.0,NORMAL
C01285,LOT_09,10.16,12.01,20.45,47.91,105.0,DRIFTING
C01286,LOT_10,13.14,13.31,15.1,16.77,125.0,NORMAL
C01287,LOT_01,13.2,13.98,13.87,15.18,125.0,ANOMALOUS
C01288,LOT_04,11.09,11.28,12.82,12.46,125.0,NORMAL
C01289,LOT_02,10.15,10.31,12.24,13.47,85.0,NORMAL
C01290,LOT_02,13.1,14.17,15.89,16.7,85.0,NORMAL
C01291,LOT_03,13.25,13.32,14.05,15.03,105.0,NORMAL
C01292,LOT_07,7.65,7.94,8.28,9.72,125.0,NORMAL
C01293,LOT_07,7.59,7.89,9.72,10.49,125.0,NORMAL
C01294,LOT_06,9.29,9.21,9.1,10.09,125.0,NORMAL
C01295,LOT_04,12.27,13.03,13.96,16.27,125.0,NORMAL
C01296,LOT_06,8.06,8.52,10.25,10.73,125.0,NORMAL
C01297,LOT_07,8.23,8.8,10.17,11.45,125.0,NORMAL
C01298,LOT_08,13.88,13.87,15.8,16.29,125.0,NORMAL
C01299,LOT_09,12.39,12.81,13.99,14.62,125.0,NORMAL
C01300,LOT_10,13.09,13.73,14.18,14.84,125.0,NORMAL
C01301,LOT_06,8.02,8.02,9.16,9.23,125.0,NORMAL
C01302,LOT_02,14.5,15.66,16.89,18.12,125.0,NORMAL
C01303,LOT_10,14.14,25.35,50.81,100.74,125.0,HIGH_RISK
C01304,LOT_04,12.17,12.48,13.47,15.08,125.0,NORMAL
C01305,LOT_02,16.3,16.53,17.17,19.2,150.0,NORMAL
C01306,LOT_05,9.48,10.07,10.21,11.69,125.0,NORMAL
C01307,LOT_10,10.71,18.3,49.74,96.35,85.0,HIGH_RISK
C01308,LOT_04,12.84,12.67,14.23,15.24,125.0,NORMAL
C01309,LOT_04,15.95,17.04,20.94,23.14,125.0,ANOMALOUS
C01310,LOT_09,12.08,13.9,22.57,52.09,125.0,DRIFTING
C01311,LOT_10,10.17,10.41,12.12,13.44,85.0,NORMAL
C01312,LOT_10,12.67,13.3,14.44,17.76,125.0,NORMAL
C01313,LOT_03,12.19,12.86,13.74,16.95,105.0,NORMAL
C01314,LOT_04,12.14,12.6,14.06,15.49,125.0,NORMAL
C01315,LOT_02,13.56,13.71,14.17,14.84,105.0,NORMAL
C01316,LOT_04,12.77,12.96,13.73,14.56,125.0,NORMAL
C01317,LOT_02,15.33,16.19,16.31,18.35,125.0,NORMAL
C01318,LOT_01,10.94,11.36,12.92,12.06,125.0,NORMAL
C01319,LOT_06,9.17,10.56,19.5,47.17,125.0,DRIFTING
C01320,LOT_10,12.56,13.36,14.56,16.46,125.0,NORMAL
C01321,LOT_01,12.4,12.99,15.89,17.81,150.0,NORMAL
C01322,LOT_10,11.81,11.5,12.8,12.7,125.0,NORMAL
C01323,LOT_08,12.67,12.47,13.78,15.11,105.0,NORMAL
C01324,LOT_10,14.28,14.39,15.53,15.56,125.0,NORMAL
C01325,LOT_04,11.47,12.11,13.63,16.09,105.0,NORMAL
C01326,LOT_07,8.53,8.66,11.24,12.47,105.0,NORMAL
C01327,LOT_09,11.03,11.28,13.61,14.64,105.0,NORMAL
C01328,LOT_03,10.76,11.42,11.87,11.94,85.0,NORMAL
C01329,LOT_05,8.67,22.47,84.24,172.21,125.0,HIGH_RISK
C01330,LOT_01,11.7,19.74,35.38,66.48,125.0,HIGH_RISK
C01331,LOT_01,10.83,12.31,21.03,52.38,125.0,DRIFTING
C01332,LOT_06,10.26,10.5,11.02,10.87,150.0,NORMAL
C01333,LOT_03,14.28,14.32,14.57,14.65,105.0,NORMAL
C01334,LOT_05,8.83,9.64,10.27,11.54,125.0,NORMAL
C01335,LOT_08,15.31,15.71,16.65,19.24,125.0,NORMAL
C01336,LOT_03,12.91,13.51,14.71,17.21,105.0,NORMAL
C01337,LOT_01,9.09,9.67,11.63,11.87,105.0,NORMAL
C01338,LOT_08,11.33,11.89,13.81,18.13,85.0,NORMAL
C01339,LOT_05,9.51,10.25,9.44,10.51,125.0,NORMAL
C01340,LOT_08,16.12,16.68,16.6,17.16,150.0,NORMAL
C01341,LOT_07,8.42,19.51,71.17,146.27,125.0,HIGH_RISK
C01342,LOT_01,10.2,10.74,13.52,15.43,125.0,NORMAL
C01343,LOT_08,15.65,16.33,18.12,19.85,125.0,NORMAL
C01344,LOT_10,14.42,15.08,15.92,18.0,150.0,NORMAL
C01345,LOT_01,9.07,8.89,9.53,9.89,105.0,NORMAL
C01346,LOT_10,13.4,13.55,13.48,13.59,125.0,NORMAL
C01347,LOT_03,11.78,12.72,14.86,15.42,125.0,NORMAL
C01348,LOT_10,13.0,12.8,14.94,16.22,125.0,NORMAL
C01349,LOT_10,11.98,11.67,12.78,13.65,105.0,NORMAL
C01350,LOT_05,9.59,19.66,47.73,72.83,85.0,HIGH_RISK
C01351,LOT_08,15.79,16.44,17.93,21.35,125.0,NORMAL
C01352,LOT_05,9.07,8.97,9.59,9.93,125.0,NORMAL
C01353,LOT_05,8.52,8.61,9.15,10.66,125.0,NORMAL
C01354,LOT_10,14.16,14.65,14.12,17.25,150.0,NORMAL
C01355,LOT_08,12.4,12.56,13.27,15.13,105.0,NORMAL
C01356,LOT_02,12.07,19.14,51.51,98.75,125.0,HIGH_RISK
C01357,LOT_08,13.76,13.89,14.77,15.09,125.0,NORMAL
C01358,LOT_02,15.84,26.06,50.88,77.88,85.0,HIGH_RISK
C01359,LOT_05,8.98,9.6,9.78,9.89,125.0,NORMAL
C01360,LOT_09,11.51,12.15,12.12,14.17,105.0,NORMAL
C01361,LOT_06,7.59,7.5,9.18,9.32,85.0,NORMAL
C01362,LOT_01,11.97,12.4,12.22,12.47,150.0,NORMAL
C01363,LOT_07,8.94,10.09,11.27,13.18,125.0,NORMAL
C01364,LOT_03,12.03,12.67,12.51,14.6,125.0,NORMAL
C01365,LOT_07,9.07,9.34,9.95,10.42,125.0,NORMAL
C01366,LOT_03,20.03,20.47,23.54,25.04,125.0,ANOMALOUS
C01367,LOT_06,9.76,9.92,10.49,11.43,125.0,NORMAL
C01368,LOT_08,9.61,10.06,10.52,10.78,85.0,NORMAL
C01369,LOT_05,8.71,9.22,10.63,13.42,125.0,NORMAL
C01370,LOT_09,12.07,18.85,52.14,97.33,125.0,HIGH_RISK
C01371,LOT_02,12.76,12.86,13.03,14.71,125.0,NORMAL
C01372,LOT_07,9.4,9.55,11.34,11.64,125.0,NORMAL
C01373,LOT_01,11.84,12.66,14.48,18.24,150.0,NORMAL
C01374,LOT_02,15.31,15.84,18.03,20.52,125.0,NORMAL
C01375,LOT_09,13.62,24.93,49.66,75.37,125.0,HIGH_RISK
C01376,LOT_01,10.89,11.65,12.96,14.16,125.0,NORMAL
C01377,LOT_02,10.46,11.11,10.6,10.87,85.0,NORMAL
C01378,LOT_04,12.38,13.24,24.36,53.44,125.0,DRIFTING
C01379,LOT_08,15.46,16.02,17.35,18.48,150.0,NORMAL
C01380,LOT_04,12.16,13.03,13.97,15.69,125.0,NORMAL
C01381,LOT_07,8.92,8.89,11.22,13.21,125.0,NORMAL
C01382,LOT_05,8.04,8.24,9.43,8.93,105.0,NORMAL
C01383,LOT_04,12.9,13.74,14.91,15.59,125.0,NORMAL
C01384,LOT_10,12.94,13.23,13.5,15.1,125.0,NORMAL
C01385,LOT_08,15.6,15.86,17.79,19.64,125.0,NORMAL
C01386,LOT_09,13.64,27.04,55.51,88.86,125.0,HIGH_RISK
C01387,LOT_08,15.87,17.34,20.73,23.92,85.0,ANOMALOUS
C01388,LOT_01,11.41,12.26,13.31,14.57,125.0,NORMAL
C01389,LOT_10,13.18,13.74,15.31,15.04,125.0,NORMAL
C01390,LOT_09,14.0,14.76,14.94,17.38,150.0,NORMAL
C01391,LOT_07,9.19,9.89,10.75,12.63,125.0,NORMAL
C01392,LOT_03,14.65,15.08,16.77,16.15,125.0,NORMAL
C01393,LOT_08,12.51,12.73,12.82,14.08,105.0,NORMAL
C01394,LOT_05,7.86,7.99,9.44,10.83,125.0,NORMAL
C01395,LOT_03,14.03,14.52,16.78,19.07,125.0,NORMAL
C01396,LOT_07,7.99,8.45,10.12,12.43,150.0,NORMAL
C01397,LOT_09,12.21,13.74,24.55,53.82,125.0,DRIFTING
C01398,LOT_02,12.44,12.89,15.07,17.75,125.0,NORMAL
C01399,LOT_09,10.82,10.63,11.48,11.76,105.0,NORMAL
C01400,LOT_08,17.31,18.7,29.6,59.14,150.0,DRIFTING
C01401,LOT_05,10.82,10.11,12.82,13.08,150.0,NORMAL
C01402,LOT_01,10.51,22.52,75.34,153.27,125.0,HIGH_RISK
C01403,LOT_09,11.69,12.2,13.0,15.58,125.0,NORMAL
C01404,LOT_03,12.01,12.3,13.53,16.35,125.0,NORMAL
C01405,LOT_07,10.12,10.82,12.23,14.24,150.0,NORMAL
C01406,LOT_09,16.56,17.82,20.04,23.68,125.0,ANOMALOUS
C01407,LOT_01,10.05,11.29,18.52,45.37,125.0,DRIFTING
C01408,LOT_04,12.9,13.01,14.16,15.55,150.0,NORMAL
C01409,LOT_07,7.75,8.02,10.17,11.69,105.0,NORMAL
C01410,LOT_04,11.62,12.61,18.94,46.83,125.0,DRIFTING
C01411,LOT_03,5.81,6.49,9.35,12.4,150.0,ANOMALOUS
C01412,LOT_04,11.94,12.31,12.76,14.02,125.0,NORMAL
C01413,LOT_01,10.47,10.63,11.85,12.51,105.0,NORMAL
C01414,LOT_08,13.91,14.01,16.82,19.61,125.0,NORMAL
C01415,LOT_02,13.39,14.28,17.28,18.83,105.0,NORMAL
C01416,LOT_07,8.79,8.84,10.85,12.47,125.0,NORMAL
C01417,LOT_03,13.64,13.97,16.05,16.87,150.0,NORMAL
C01418,LOT_07,8.39,17.74,57.57,116.72,125.0,HIGH_RISK
C01419,LOT_07,6.58,6.98,6.97,8.12,85.0,NORMAL
C01420,LOT_04,11.95,12.4,14.05,15.72,125.0,NORMAL
C01421,LOT_06,8.56,8.74,10.52,10.87,125.0,NORMAL
C01422,LOT_07,8.39,9.01,10.35,11.82,125.0,NORMAL
C01423,LOT_09,12.52,12.69,13.93,17.3,125.0,NORMAL
C01424,LOT_04,12.66,13.43,14.88,17.05,125.0,NORMAL
C01425,LOT_08,15.46,15.8,16.51,17.17,105.0,NORMAL
C01426,LOT_05,7.15,8.2,10.17,12.95,85.0,NORMAL
C01427,LOT_08,14.48,14.63,16.35,15.56,125.0,NORMAL
C01428,LOT_07,6.98,6.82,9.21,9.59,125.0,NORMAL
C01429,LOT_03,11.86,24.97,85.26,173.59,125.0,HIGH_RISK
C01430,LOT_08,11.04,11.67,12.28,12.09,85.0,NORMAL
C01431,LOT_06,6.73,7.15,8.44,10.55,85.0,NORMAL
C01432,LOT_04,10.86,11.37,12.16,13.67,125.0,NORMAL
C01433,LOT_10,14.09,14.14,15.08,16.01,150.0,NORMAL
C01434,LOT_10,12.62,12.37,13.59,15.2,125.0,NORMAL
C01435,LOT_10,11.04,11.54,13.76,15.43,105.0,NORMAL
C01436,LOT_06,9.13,9.5,9.96,11.22,125.0,NORMAL
C01437,LOT_03,11.32,12.14,13.13,14.87,105.0,NORMAL
C01438,LOT_06,12.54,13.94,16.73,18.63,125.0,ANOMALOUS
C01439,LOT_06,9.5,10.24,11.58,12.74,125.0,NORMAL
C01440,LOT_10,11.87,11.88,12.75,12.47,105.0,NORMAL
C01441,LOT_02,12.53,13.35,13.33,16.09,125.0,NORMAL
C01442,LOT_10,14.61,14.57,15.48,16.58,150.0,NORMAL
C01443,LOT_05,10.57,23.5,81.43,167.87,150.0,HIGH_RISK
C01444,LOT_02,15.64,16.51,18.49,21.03,105.0,NORMAL
C01445,LOT_08,17.58,18.03,19.46,21.97,150.0,NORMAL
C01446,LOT_08,13.77,13.94,15.07,15.5,125.0,NORMAL
C01447,LOT_04,10.58,11.21,13.01,13.2,125.0,NORMAL
C01448,LOT_04,12.07,12.52,13.8,15.47,125.0,NORMAL
C01449,LOT_06,8.24,8.82,10.88,14.08,125.0,NORMAL
C01450,LOT_10,12.78,13.04,15.81,16.08,105.0,NORMAL
C01451,LOT_02,13.93,14.52,17.41,18.08,105.0,NORMAL
C01452,LOT_03,13.82,14.35,16.29,17.08,105.0,NORMAL
C01453,LOT_06,8.57,9.18,9.38,8.08,105.0,NORMAL
C01454,LOT_03,11.71,13.37,22.26,48.72,105.0,DRIFTING
C01455,LOT_01,9.74,11.09,20.66,47.9,105.0,DRIFTING
C01456,LOT_04,11.3,19.37,56.83,113.11,125.0,HIGH_RISK
C01457,LOT_09,14.35,15.48,25.56,48.46,150.0,DRIFTING
C01458,LOT_01,10.44,10.51,10.86,13.08,125.0,NORMAL
C01459,LOT_01,9.57,10.1,11.77,12.18,105.0,NORMAL
C01460,LOT_05,8.9,9.43,8.9,10.15,125.0,NORMAL
C01461,LOT_05,8.12,8.76,10.54,13.09,125.0,NORMAL
C01462,LOT_09,9.92,10.28,13.01,15.56,105.0,NORMAL
C01463,LOT_10,10.82,11.05,12.18,14.13,125.0,NORMAL
C01464,LOT_04,10.58,24.35,82.38,167.38,85.0,HIGH_RISK
C01465,LOT_09,13.53,13.64,14.4,16.15,125.0,NORMAL
C01466,LOT_06,11.26,12.21,14.26,14.97,150.0,NORMAL
C01467,LOT_03,11.24,11.33,13.96,16.78,85.0,NORMAL
C01468,LOT_06,9.13,9.57,12.24,14.21,125.0,NORMAL
C01469,LOT_09,12.47,12.14,14.05,14.09,125.0,NORMAL
C01470,LOT_05,9.44,10.38,11.41,12.49,125.0,NORMAL
C01471,LOT_05,7.92,8.03,9.49,12.27,105.0,NORMAL
C01472,LOT_01,9.71,11.0,21.26,48.24,105.0,DRIFTING
C01473,LOT_04,11.0,10.77,11.59,12.67,105.0,NORMAL
C01474,LOT_06,8.85,21.03,78.71,161.71,125.0,HIGH_RISK
C01475,LOT_03,6.92,7.87,11.15,14.33,150.0,ANOMALOUS
C01476,LOT_10,12.02,24.48,83.16,167.78,105.0,HIGH_RISK
C01477,LOT_05,9.86,10.28,12.23,15.66,125.0,NORMAL
C01478,LOT_02,16.93,17.22,18.47,19.48,150.0,NORMAL
C01479,LOT_01,10.06,10.64,10.91,13.23,125.0,NORMAL
C01480,LOT_01,10.2,10.54,12.74,14.95,125.0,NORMAL
C01481,LOT_05,10.42,10.98,13.34,14.34,150.0,NORMAL
C01482,LOT_07,8.01,8.3,9.36,11.12,105.0,NORMAL
C01483,LOT_06,8.6,20.78,73.0,150.26,125.0,HIGH_RISK
C01484,LOT_04,11.91,21.8,47.19,78.53,105.0,HIGH_RISK
C01485,LOT_07,8.94,9.15,9.33,10.45,105.0,NORMAL
C01486,LOT_04,10.68,10.32,11.17,11.94,105.0,NORMAL
C01487,LOT_01,11.03,11.67,13.58,15.52,125.0,NORMAL
C01488,LOT_10,10.8,11.9,12.36,13.07,85.0,NORMAL
C01489,LOT_03,15.61,16.11,16.76,18.24,150.0,NORMAL
C01490,LOT_02,7.05,7.06,9.6,9.42,125.0,ANOMALOUS
C01491,LOT_04,9.03,9.85,12.29,14.0,125.0,ANOMALOUS
C01492,LOT_06,8.08,8.7,10.81,11.97,105.0,NORMAL
C01493,LOT_08,15.48,15.98,17.96,19.99,125.0,NORMAL
C01494,LOT_07,8.05,8.77,10.06,13.02,125.0,NORMAL
C01495,LOT_05,9.1,9.32,11.41,14.24,125.0,NORMAL
C01496,LOT_06,6.85,7.71,8.58,9.7,85.0,NORMAL
C01497,LOT_07,9.26,16.7,49.73,98.85,125.0,HIGH_RISK
C01498,LOT_09,12.18,12.18,13.56,14.63,125.0,NORMAL
C01499,LOT_05,10.12,11.67,20.76,45.85,150.0,DRIFTING
C01500,LOT_02,14.83,14.89,15.62,15.91,105.0,NORMAL
